SeqName	Hit-Desc	GO-Group	GO-ID	Term
HMEL002742-PA	glutathione s-transferase omega class	P	GO:0019852	L-ascorbic acid metabolic process
HMEL002743-PA	octopamine receptor	P	GO:0007210	serotonin receptor signaling pathway
HMEL002743-PA	octopamine receptor	F	GO:0004993	serotonin receptor activity
HMEL002743-PA	octopamine receptor	F	GO:0016740	transferase activity
HMEL002743-PA	octopamine receptor	C	GO:0016021	integral to membrane
HMEL002743-PA	octopamine receptor	P	GO:0007187	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger
HMEL002745-PA	transient receptor potential channel pyrexia-like	P	GO:0055085	transmembrane transport
HMEL002745-PA	transient receptor potential channel pyrexia-like	P	GO:0006811	ion transport
HMEL002745-PA	transient receptor potential channel pyrexia-like	C	GO:0016021	integral to membrane
HMEL002745-PA	transient receptor potential channel pyrexia-like	F	GO:0005216	ion channel activity
HMEL002745-PA	transient receptor potential channel pyrexia-like	F	GO:0005515	protein binding
HMEL002747-PA	quaking related 54b	F	GO:0003723	RNA binding
HMEL002748-PA	dynein light chain roadblock-type 2-like	C	GO:0005858	axonemal dynein complex
HMEL002748-PA	dynein light chain roadblock-type 2-like	P	GO:0016319	mushroom body development
HMEL002748-PA	dynein light chain roadblock-type 2-like	F	GO:0042623	ATPase activity, coupled
HMEL002748-PA	dynein light chain roadblock-type 2-like	P	GO:0007018	microtubule-based movement
HMEL002748-PA	dynein light chain roadblock-type 2-like	P	GO:0048813	dendrite morphogenesis
HMEL002750-PA	exportin-2-like	F	GO:0008536	Ran GTPase binding
HMEL002750-PA	exportin-2-like	P	GO:0006886	intracellular protein transport
HMEL002750-PA	exportin-2-like	C	GO:0005634	nucleus
HMEL002756-PA	brain-specific homeobox protein homolog	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL002756-PA	brain-specific homeobox protein homolog	C	GO:0005634	nucleus
HMEL002756-PA	brain-specific homeobox protein homolog	P	GO:0006355	regulation of transcription, DNA-dependent
HMEL002756-PA	brain-specific homeobox protein homolog	F	GO:0000976	transcription regulatory region sequence-specific DNA binding
HMEL002756-PA	brain-specific homeobox protein homolog	C	GO:0005667	transcription factor complex
HMEL002756-PA	brain-specific homeobox protein homolog	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL002757-PA	leucine-rich repeat neuronal protein 1-like	F	GO:0005515	protein binding
HMEL002758-PA	cg9915-pa	P	GO:0006351	transcription, DNA-dependent
HMEL002758-PA	cg9915-pa	F	GO:0003677	DNA binding
HMEL002758-PA	cg9915-pa	C	GO:0005634	nucleus
HMEL002761-PA	syntaxin isoform a	P	GO:0016192	vesicle-mediated transport
HMEL002761-PA	syntaxin isoform a	C	GO:0000421	autophagic vacuole membrane
HMEL002761-PA	syntaxin isoform a	P	GO:0097352	autophagic vacuole maturation
HMEL002761-PA	syntaxin isoform a	P	GO:0007269	neurotransmitter secretion
HMEL002762-PA	cysteine proteinase inhibitor precursor	F	GO:0004869	cysteine-type endopeptidase inhibitor activity
HMEL002762-PA	cysteine proteinase inhibitor precursor	F	GO:0008234	cysteine-type peptidase activity
HMEL002762-PA	cysteine proteinase inhibitor precursor	P	GO:0006508	proteolysis
HMEL002763-PA	protein o-mannosyl-transferase 2-like	F	GO:0000030	mannosyltransferase activity
HMEL002763-PA	protein o-mannosyl-transferase 2-like	P	GO:0006493	protein O-linked glycosylation
HMEL002763-PA	protein o-mannosyl-transferase 2-like	C	GO:0000136	alpha-1,6-mannosyltransferase complex
HMEL002764-PA	baculoviral iap repeat-containing protein 6-like	P	GO:0032465	regulation of cytokinesis
HMEL002764-PA	baculoviral iap repeat-containing protein 6-like	F	GO:0004842	ubiquitin-protein ligase activity
HMEL002764-PA	baculoviral iap repeat-containing protein 6-like	P	GO:0006915	apoptotic process
HMEL002764-PA	baculoviral iap repeat-containing protein 6-like	F	GO:0005515	protein binding
HMEL002764-PA	baculoviral iap repeat-containing protein 6-like	P	GO:0016567	protein ubiquitination
HMEL002765-PA	papilin-like isoform x2	F	GO:0004867	serine-type endopeptidase inhibitor activity
HMEL002765-PA	papilin-like isoform x2	C	GO:0005576	extracellular region
HMEL002765-PA	papilin-like isoform x2	C	GO:0031012	extracellular matrix
HMEL002765-PA	papilin-like isoform x2	F	GO:0004222	metalloendopeptidase activity
HMEL002765-PA	papilin-like isoform x2	F	GO:0005515	protein binding
HMEL002779-PA	histone h1	C	GO:0000786	nucleosome
HMEL002779-PA	histone h1	F	GO:0003677	DNA binding
HMEL002779-PA	histone h1	P	GO:0006334	nucleosome assembly
HMEL002779-PA	histone h1	C	GO:0005634	nucleus
HMEL002788-PA	protein crooked neck-like	C	GO:0072686	mitotic spindle
HMEL002788-PA	protein crooked neck-like	P	GO:0051298	centrosome duplication
HMEL002788-PA	protein crooked neck-like	P	GO:0007417	central nervous system development
HMEL002788-PA	protein crooked neck-like	C	GO:0016607	nuclear speck
HMEL002788-PA	protein crooked neck-like	P	GO:0000381	regulation of alternative mRNA splicing, via spliceosome
HMEL002788-PA	protein crooked neck-like	C	GO:0071011	precatalytic spliceosome
HMEL002788-PA	protein crooked neck-like	P	GO:0007443	Malpighian tubule morphogenesis
HMEL002788-PA	protein crooked neck-like	P	GO:0007405	neuroblast proliferation
HMEL002788-PA	protein crooked neck-like	C	GO:0071013	catalytic step 2 spliceosome
HMEL002788-PA	protein crooked neck-like	P	GO:0008347	glial cell migration
HMEL002788-PA	protein crooked neck-like	P	GO:0048663	neuron fate commitment
HMEL002788-PA	protein crooked neck-like	P	GO:0007422	peripheral nervous system development
HMEL002788-PA	protein crooked neck-like	C	GO:0005813	centrosome
HMEL002788-PA	protein crooked neck-like	P	GO:0008366	axon ensheathment
HMEL002788-PA	protein crooked neck-like	P	GO:0007438	oenocyte development
HMEL002788-PA	protein crooked neck-like	F	GO:0005515	protein binding
HMEL002789-PA	n-acetyltransferase 5	F	GO:0004596	peptide alpha-N-acetyltransferase activity
HMEL002789-PA	n-acetyltransferase 5	P	GO:0042967	acyl-carrier-protein biosynthetic process
HMEL002790-PA	phd finger protein 10	F	GO:0003677	DNA binding
HMEL002790-PA	phd finger protein 10	F	GO:0005515	protein binding
HMEL002790-PA	phd finger protein 10	F	GO:0008270	zinc ion binding
HMEL002792-PA	rest corepressor 3-like isoform 1	F	GO:0003682	chromatin binding
HMEL002792-PA	rest corepressor 3-like isoform 1	C	GO:0000785	chromatin
HMEL002797-PA	homeobox protein	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL002797-PA	homeobox protein	F	GO:0043565	sequence-specific DNA binding
HMEL002797-PA	homeobox protein	P	GO:0006355	regulation of transcription, DNA-dependent
HMEL002797-PA	homeobox protein	C	GO:0005634	nucleus
HMEL002797-PA	homeobox protein	C	GO:0005667	transcription factor complex
HMEL002797-PA	homeobox protein	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL002799-PA	homeobox protein	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL002799-PA	homeobox protein	F	GO:0043565	sequence-specific DNA binding
HMEL002799-PA	homeobox protein	C	GO:0005634	nucleus
HMEL002799-PA	homeobox protein	P	GO:0006355	regulation of transcription, DNA-dependent
HMEL002799-PA	homeobox protein	C	GO:0005667	transcription factor complex
HMEL002799-PA	homeobox protein	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL002802-PA	multiple coagulation factor deficiency protein 2 homolog isoform x1	F	GO:0005509	calcium ion binding
HMEL002810-PA	upstream stimulatory factor 1-like	P	GO:0006351	transcription, DNA-dependent
HMEL002810-PA	upstream stimulatory factor 1-like	F	GO:0046983	protein dimerization activity
HMEL002810-PA	upstream stimulatory factor 1-like	P	GO:0065007	biological regulation
HMEL002811-PA	zinc finger protein 28	F	GO:0003676	nucleic acid binding
HMEL002811-PA	zinc finger protein 28	C	GO:0005634	nucleus
HMEL002811-PA	zinc finger protein 28	F	GO:0008270	zinc ion binding
HMEL002817-PA	dendritic arbor reduction 1	P	GO:0050774	negative regulation of dendrite morphogenesis
HMEL002817-PA	dendritic arbor reduction 1	F	GO:0046872	metal ion binding
HMEL002817-PA	dendritic arbor reduction 1	F	GO:0043565	sequence-specific DNA binding
HMEL002819-PA	prostaglandin e synthase 2	P	GO:0045454	cell redox homeostasis
HMEL002819-PA	prostaglandin e synthase 2	F	GO:0009055	electron carrier activity
HMEL002819-PA	prostaglandin e synthase 2	F	GO:0016853	isomerase activity
HMEL002819-PA	prostaglandin e synthase 2	F	GO:0015035	protein disulfide oxidoreductase activity
HMEL002819-PA	prostaglandin e synthase 2	P	GO:0006118	electron transport
HMEL002820-PA	ankyrin repeat domain-containing protein 12-like isoform x1	F	GO:0005515	protein binding
HMEL002821-PA	surfeit locus protein 1	C	GO:0005746	mitochondrial respiratory chain
HMEL002821-PA	surfeit locus protein 1	P	GO:0006754	ATP biosynthetic process
HMEL002821-PA	surfeit locus protein 1	P	GO:0009060	aerobic respiration
HMEL002821-PA	surfeit locus protein 1	F	GO:0005515	protein binding
HMEL002821-PA	surfeit locus protein 1	P	GO:0006119	oxidative phosphorylation
HMEL002821-PA	surfeit locus protein 1	P	GO:0008535	respiratory chain complex IV assembly
HMEL002822-PA	protein cbg16133	P	GO:0007275	multicellular organismal development
HMEL002822-PA	protein cbg16133	P	GO:0040007	growth
HMEL002823-PA	acetyl-coa synthetase	P	GO:0019427	acetyl-CoA biosynthetic process from acetate
HMEL002823-PA	acetyl-coa synthetase	P	GO:0048149	behavioral response to ethanol
HMEL002823-PA	acetyl-coa synthetase	F	GO:0016208	AMP binding
HMEL002823-PA	acetyl-coa synthetase	C	GO:0005737	cytoplasm
HMEL002823-PA	acetyl-coa synthetase	F	GO:0003987	acetate-CoA ligase activity
HMEL002823-PA	acetyl-coa synthetase	P	GO:0006094	gluconeogenesis
HMEL002823-PA	acetyl-coa synthetase	P	GO:0006096	glycolysis
HMEL002823-PA	acetyl-coa synthetase	P	GO:0019643	reductive tricarboxylic acid cycle
HMEL002824-PA	membrane-bound transcription factor site-1 protease isoform x2	C	GO:0005794	Golgi apparatus
HMEL002824-PA	membrane-bound transcription factor site-1 protease isoform x2	P	GO:0006508	proteolysis
HMEL002824-PA	membrane-bound transcription factor site-1 protease isoform x2	F	GO:0004252	serine-type endopeptidase activity
HMEL002826-PA	zinc finger dhhc domain containing protein 16	C	GO:0005794	Golgi apparatus
HMEL002826-PA	zinc finger dhhc domain containing protein 16	F	GO:0016740	transferase activity
HMEL002826-PA	zinc finger dhhc domain containing protein 16	F	GO:0008270	zinc ion binding
HMEL002827-PA	protein lyl-1-like	F	GO:0046983	protein dimerization activity
HMEL002828-PA	oligopeptide transporter	C	GO:0016021	integral to membrane
HMEL002828-PA	oligopeptide transporter	P	GO:0006857	oligopeptide transport
HMEL002828-PA	oligopeptide transporter	F	GO:0005427	proton-dependent oligopeptide secondary active transmembrane transporter activity
HMEL002835-PA	carboxylesterase 3	F	GO:0080030	methyl indole-3-acetate esterase activity
HMEL002835-PA	carboxylesterase 3	F	GO:0080032	methyl jasmonate esterase activity
HMEL002835-PA	carboxylesterase 3	F	GO:0080031	methyl salicylate esterase activity
HMEL002835-PA	carboxylesterase 3	F	GO:0004091	carboxylesterase activity
HMEL002835-PA	carboxylesterase 3	F	GO:0050253	retinyl-palmitate esterase activity
HMEL002835-PA	carboxylesterase 3	P	GO:0042572	retinol metabolic process
HMEL002841-PA	down syndrome cell adhesion molecule-like protein dscam2-like	P	GO:0007155	cell adhesion
HMEL002841-PA	down syndrome cell adhesion molecule-like protein dscam2-like	F	GO:0042802	identical protein binding
HMEL002842-PA	syntrophin-like isoform a	P	GO:0071632	optomotor response
HMEL002842-PA	syntrophin-like isoform a	P	GO:0048149	behavioral response to ethanol
HMEL002842-PA	syntrophin-like isoform a	P	GO:0007613	memory
HMEL002842-PA	syntrophin-like isoform a	P	GO:0008355	olfactory learning
HMEL002842-PA	syntrophin-like isoform a	P	GO:0007269	neurotransmitter secretion
HMEL002842-PA	syntrophin-like isoform a	P	GO:0042052	rhabdomere development
HMEL002842-PA	syntrophin-like isoform a	P	GO:0008049	male courtship behavior
HMEL002842-PA	syntrophin-like isoform a	P	GO:0009408	response to heat
HMEL002842-PA	syntrophin-like isoform a	C	GO:0043195	terminal bouton
HMEL002842-PA	syntrophin-like isoform a	P	GO:0008582	regulation of synaptic growth at neuromuscular junction
HMEL002842-PA	syntrophin-like isoform a	F	GO:0005515	protein binding
HMEL002844-PA	replication factor c4	F	GO:0016779	nucleotidyltransferase activity
HMEL002844-PA	replication factor c4	F	GO:0017111	nucleoside-triphosphatase activity
HMEL002844-PA	replication factor c4	C	GO:0005875	microtubule associated complex
HMEL002844-PA	replication factor c4	P	GO:0006260	DNA replication
HMEL002844-PA	replication factor c4	P	GO:0031122	cytoplasmic microtubule organization
HMEL002844-PA	replication factor c4	F	GO:0003677	DNA binding
HMEL002844-PA	replication factor c4	F	GO:0005524	ATP binding
HMEL002844-PA	replication factor c4	P	GO:0046331	lateral inhibition
HMEL002844-PA	replication factor c4	C	GO:0005663	DNA replication factor C complex
HMEL002846-PA	heparan sulfate 6-o- isoform a	P	GO:0022416	chaeta development
HMEL002846-PA	heparan sulfate 6-o- isoform a	C	GO:0016021	integral to membrane
HMEL002846-PA	heparan sulfate 6-o- isoform a	P	GO:0090097	regulation of decapentaplegic signaling pathway
HMEL002846-PA	heparan sulfate 6-o- isoform a	P	GO:0015012	heparan sulfate proteoglycan biosynthetic process
HMEL002846-PA	heparan sulfate 6-o- isoform a	P	GO:0008543	fibroblast growth factor receptor signaling pathway
HMEL002846-PA	heparan sulfate 6-o- isoform a	P	GO:0060828	regulation of canonical Wnt receptor signaling pathway
HMEL002846-PA	heparan sulfate 6-o- isoform a	P	GO:0045570	regulation of imaginal disc growth
HMEL002846-PA	heparan sulfate 6-o- isoform a	F	GO:0017095	heparan sulfate 6-O-sulfotransferase activity
HMEL002846-PA	heparan sulfate 6-o- isoform a	P	GO:0008587	imaginal disc-derived wing margin morphogenesis
HMEL002846-PA	heparan sulfate 6-o- isoform a	P	GO:0007428	primary branching, open tracheal system
HMEL002856-PA	sox domain-containing protein dichaete-like	C	GO:0044451	nucleoplasm part
HMEL002856-PA	sox domain-containing protein dichaete-like	F	GO:0004879	ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0042335	cuticle development
HMEL002856-PA	sox domain-containing protein dichaete-like	F	GO:0042623	ATPase activity, coupled
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0030030	cell projection organization
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0006357	regulation of transcription from RNA polymerase II promoter
HMEL002856-PA	sox domain-containing protein dichaete-like	F	GO:0000982	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0007469	antennal development
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0030029	actin filament-based process
HMEL002856-PA	sox domain-containing protein dichaete-like	F	GO:0008134	transcription factor binding
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0007350	blastoderm segmentation
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0007450	dorsal/ventral pattern formation, imaginal disc
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0002376	immune system process
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0001709	cell fate determination
HMEL002856-PA	sox domain-containing protein dichaete-like	C	GO:0030054	cell junction
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0007010	cytoskeleton organization
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0050877	neurological system process
HMEL002856-PA	sox domain-containing protein dichaete-like	C	GO:0005886	plasma membrane
HMEL002856-PA	sox domain-containing protein dichaete-like	F	GO:0008092	cytoskeletal protein binding
HMEL002856-PA	sox domain-containing protein dichaete-like	F	GO:0016741	transferase activity, transferring one-carbon groups
HMEL002856-PA	sox domain-containing protein dichaete-like	C	GO:0031410	cytoplasmic vesicle
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0001751	compound eye photoreceptor cell differentiation
HMEL002856-PA	sox domain-containing protein dichaete-like	C	GO:0016461	unconventional myosin complex
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0007476	imaginal disc-derived wing morphogenesis
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0000902	cell morphogenesis
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0042067	establishment of ommatidial planar polarity
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0007480	imaginal disc-derived leg morphogenesis
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0007420	brain development
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0006260	DNA replication
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0048646	anatomical structure formation involved in morphogenesis
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0002168	instar larval development
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0045927	positive regulation of growth
HMEL002856-PA	sox domain-containing protein dichaete-like	P	GO:0009798	axis specification
